Unnamed: 0,class,bruises,gill-spacing,gill-size,gill-color,stalk-root,ring-type,spore-print-color
6660,edible,no,crowded,broad,pink,bulbous,pendant,white
6661,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6662,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6663,edible,no,close,broad,orange,bulbous,pendant,yellow
6664,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6665,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6666,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6667,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6668,poisonous,no,close,broad,white,club,none,white
6669,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6670,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6671,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6672,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6673,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6674,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6675,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6676,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6677,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6678,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6679,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6680,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6681,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6682,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6683,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6684,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6685,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6686,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6687,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6688,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6689,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6690,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6691,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6692,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6693,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6694,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6695,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6696,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6697,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6698,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6699,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6700,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6701,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6702,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6703,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6704,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6705,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6706,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6707,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6708,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6709,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6710,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6711,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6712,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6713,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6714,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6715,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6716,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6717,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6718,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6719,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6720,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6721,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6722,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6723,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6724,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6725,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6726,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6727,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6728,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6729,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6730,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6731,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6732,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6733,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6734,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6735,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6736,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6737,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6738,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6739,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6740,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6741,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6742,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6743,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6744,edible,no,crowded,broad,gray,bulbous,pendant,white
6745,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6746,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6747,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6748,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6749,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6750,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6751,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6752,edible,no,crowded,broad,white,bulbous,pendant,white
6753,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6754,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6755,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6756,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6757,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6758,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6759,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6760,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6761,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6762,edible,no,crowded,broad,pink,bulbous,pendant,white
6763,edible,no,close,broad,yellow,bulbous,pendant,orange
6764,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6765,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6766,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6767,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6768,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6769,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6770,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6771,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6772,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6773,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6774,edible,no,crowded,broad,gray,bulbous,pendant,white
6775,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6776,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6777,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6778,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6779,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6780,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6781,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6782,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6783,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6784,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6785,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6786,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6787,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6788,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6789,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6790,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6791,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6792,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6793,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6794,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6795,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6796,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6797,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6798,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6799,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6800,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6801,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6802,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6803,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6804,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6805,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6806,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6807,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6808,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6809,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6810,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6811,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6812,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6813,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6814,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6815,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6816,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6817,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6818,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6819,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6820,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6821,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6822,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6823,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6824,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6825,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6826,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6827,edible,no,crowded,broad,white,bulbous,pendant,white
6828,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6829,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6830,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6831,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6832,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6833,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6834,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6835,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6836,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6837,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6838,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6839,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6840,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6841,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6842,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6843,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6844,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6845,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6846,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6847,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6848,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6849,edible,no,close,broad,brown,bulbous,pendant,orange
6850,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6851,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6852,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6853,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6854,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6855,poisonous,no,close,broad,white,club,none,white
6856,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6857,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6858,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6859,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6860,edible,no,crowded,broad,gray,bulbous,pendant,white
6861,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6862,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6863,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6864,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6865,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6866,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6867,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6868,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6869,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6870,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6871,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6872,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6873,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6874,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6875,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6876,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6877,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6878,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6879,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6880,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6881,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6882,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6883,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6884,edible,no,crowded,broad,white,bulbous,pendant,white
6885,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6886,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6887,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6888,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6889,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6890,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6891,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6892,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6893,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6894,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6895,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6896,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6897,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6898,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6899,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6900,edible,no,close,broad,brown,bulbous,pendant,yellow
6901,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6902,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6903,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6904,edible,yes,close,broad,white,bulbous,pendant,white
6905,edible,no,close,broad,brown,bulbous,pendant,yellow
6906,edible,no,crowded,broad,white,bulbous,pendant,white
6907,edible,no,crowded,broad,gray,bulbous,pendant,white
6908,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6909,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6910,edible,no,close,broad,orange,bulbous,pendant,orange
6911,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6912,poisonous,no,crowded,narrow,yellow,club,evanescent,white
6913,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6914,edible,no,crowded,broad,gray,bulbous,pendant,white
6915,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6916,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6917,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6918,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6919,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6920,edible,no,crowded,broad,white,bulbous,pendant,white
6921,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6922,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6923,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6924,edible,no,crowded,broad,pink,bulbous,pendant,white
6925,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6926,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6927,edible,no,close,broad,orange,bulbous,pendant,brown
6928,edible,yes,close,broad,white,bulbous,pendant,white
6929,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6930,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6931,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6932,edible,no,crowded,broad,white,bulbous,pendant,white
6933,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6934,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6935,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6936,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6937,edible,no,crowded,broad,pink,bulbous,pendant,white
6938,edible,no,crowded,broad,pink,bulbous,pendant,white
6939,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6940,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6941,edible,yes,close,broad,white,bulbous,pendant,white
6942,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6943,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6944,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6945,poisonous,no,close,broad,white,club,none,white
6946,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6947,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6948,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6949,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6950,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6951,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6952,edible,no,crowded,broad,white,bulbous,pendant,white
6953,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6954,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6955,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6956,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6957,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6958,edible,no,crowded,broad,gray,bulbous,pendant,white
6959,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6960,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6961,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6962,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6963,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6964,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6965,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6966,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6967,edible,no,close,broad,white,bulbous,pendant,white
6968,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6969,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6970,edible,no,close,broad,white,bulbous,pendant,white
6971,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6972,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6973,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6974,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6975,edible,no,crowded,broad,white,bulbous,pendant,white
6976,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6977,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6978,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6979,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6980,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6981,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6982,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6983,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6984,edible,no,close,broad,white,bulbous,pendant,white
6985,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6986,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6987,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6988,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6989,edible,no,close,broad,brown,bulbous,pendant,brown
6990,edible,no,crowded,broad,pink,bulbous,pendant,white
6991,poisonous,no,close,broad,yellow,club,none,white
6992,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6993,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6994,edible,no,close,broad,yellow,bulbous,pendant,orange
6995,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6996,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6997,edible,no,crowded,broad,pink,bulbous,pendant,white
6998,edible,no,crowded,broad,white,bulbous,pendant,white
6999,edible,no,close,broad,yellow,bulbous,pendant,orange
7000,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7001,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7002,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7003,edible,no,crowded,broad,white,bulbous,pendant,white
7004,edible,no,crowded,broad,gray,bulbous,pendant,white
7005,edible,no,crowded,broad,pink,bulbous,pendant,white
7006,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7007,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7008,edible,no,crowded,broad,white,bulbous,pendant,white
7009,edible,no,crowded,broad,gray,bulbous,pendant,white
7010,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7011,edible,no,crowded,broad,gray,bulbous,pendant,white
7012,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7013,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7014,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7015,edible,no,crowded,broad,pink,bulbous,pendant,white
7016,edible,no,crowded,broad,white,bulbous,pendant,white
7017,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7018,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7019,edible,no,crowded,broad,gray,bulbous,pendant,white
7020,edible,no,crowded,broad,gray,bulbous,pendant,white
7021,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7022,edible,yes,close,broad,white,bulbous,pendant,white
7023,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7024,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7025,edible,no,close,broad,yellow,bulbous,pendant,buff
7026,edible,no,close,broad,brown,bulbous,pendant,brown
7027,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7028,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7029,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7030,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7031,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7032,edible,no,crowded,broad,gray,bulbous,pendant,white
7033,edible,no,close,broad,orange,bulbous,pendant,brown
7034,poisonous,no,close,broad,white,club,none,white
7035,edible,no,crowded,broad,gray,bulbous,pendant,white
7036,edible,no,close,broad,brown,bulbous,pendant,orange
7037,edible,no,close,broad,yellow,bulbous,pendant,buff
7038,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7039,edible,no,crowded,broad,pink,bulbous,pendant,white
7040,edible,no,crowded,broad,gray,bulbous,pendant,white
7041,edible,no,close,broad,orange,bulbous,pendant,brown
7042,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7043,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7044,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7045,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7046,edible,no,crowded,broad,pink,bulbous,pendant,white
7047,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7048,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7049,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7050,edible,no,crowded,broad,white,bulbous,pendant,white
7051,edible,no,close,broad,yellow,bulbous,pendant,yellow
7052,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7053,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7054,edible,no,close,broad,orange,bulbous,pendant,orange
7055,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7056,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7057,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7058,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7059,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7060,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7061,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7062,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7063,edible,yes,close,broad,white,bulbous,pendant,white
7064,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7065,poisonous,no,close,broad,white,club,none,white
7066,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7067,edible,no,crowded,broad,gray,bulbous,pendant,white
7068,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7069,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7070,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7071,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7072,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7073,edible,yes,close,broad,white,bulbous,pendant,white
7074,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7075,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7076,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7077,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7078,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7079,edible,no,close,broad,yellow,bulbous,pendant,brown
7080,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7081,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7082,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7083,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7084,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7085,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7086,edible,no,crowded,broad,white,bulbous,pendant,white
7087,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7088,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7089,edible,no,crowded,broad,gray,bulbous,pendant,white
7090,edible,no,close,broad,brown,bulbous,pendant,brown
7091,poisonous,no,close,broad,white,club,none,white
7092,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7093,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7094,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7095,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7096,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7097,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7098,edible,no,crowded,broad,gray,bulbous,pendant,white
7099,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7100,poisonous,no,close,broad,yellow,club,none,white
7101,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7102,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7103,edible,no,crowded,broad,pink,bulbous,pendant,white
7104,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7105,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7106,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7107,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7108,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7109,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7110,edible,no,crowded,broad,white,bulbous,pendant,white
7111,poisonous,no,close,broad,white,club,none,white
7112,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7113,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7114,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7115,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7116,edible,yes,close,broad,white,bulbous,pendant,white
7117,poisonous,no,close,narrow,buff,bulbous,evanescent,white
